source_file,episode_id,row_count,schema_valid,observation_dim_valid,action_valid,timestamp_valid,terminal_continuity_valid,next_observation_valid,policy_source,environment_source,action_distribution,duplicate_ratio,nan_inf_count,observation_jump_count,usable_for_bc,usable_for_replay,usable_for_dynamics,needs_relabel,rejected,reject_reason,demo_quality,teacher_confidence,verified,classification,source_line,source_step,row_sha256
logs/baseline_20260729_200826_078249.jsonl,legacy:baseline_20260729_200826_078249,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":4,""1"":2,""2"":5}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,11,11,84c93cf7175a547292dddb5c7e351dc35c37a78718e896fb2af077c0722abad0
logs/baseline_20260729_200844_612173.jsonl,legacy:baseline_20260729_200844_612173,10,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":0,""1"":5,""2"":5}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,1,1,03b1f174b598b1203258d7186e18abb0fbd2c130f7aa957b8077477a8c710ebe
logs/baseline_20260729_200844_612173.jsonl,legacy:baseline_20260729_200844_612173,10,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":0,""1"":5,""2"":5}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,2,2,709265c94d45b2bd89ba22036a1f320d504e3290c70c88347611c0647a0ba44f
logs/baseline_20260729_200844_612173.jsonl,legacy:baseline_20260729_200844_612173,10,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":0,""1"":5,""2"":5}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,3,3,786d5b4d10c9d4340a02ac83ccf019b344fbad91bbb96d3c8b929fd423de1974
logs/baseline_20260729_200844_612173.jsonl,legacy:baseline_20260729_200844_612173,10,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":0,""1"":5,""2"":5}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,4,4,7c0466ba8baf7fe46c70184a3276a533dc7c8aea7d646ba31ade7492a5e6599e
logs/baseline_20260729_200844_612173.jsonl,legacy:baseline_20260729_200844_612173,10,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":0,""1"":5,""2"":5}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,5,5,7cc509466bf8b7f360f7e283dad0e74b6d5ea5d73afeea5848b2d49ef662071c
logs/baseline_20260729_200844_612173.jsonl,legacy:baseline_20260729_200844_612173,10,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":0,""1"":5,""2"":5}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,6,6,487f6ddcd779c58332a165b8c95c64ccf8006e6065f18efbcfa6b428f29593bc
logs/baseline_20260729_200844_612173.jsonl,legacy:baseline_20260729_200844_612173,10,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":0,""1"":5,""2"":5}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,7,7,ba97da060ce1469c8c07ab8f8e9043f039287ef356f5ab33db11a0a52654caa0
logs/baseline_20260729_200844_612173.jsonl,legacy:baseline_20260729_200844_612173,10,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":0,""1"":5,""2"":5}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,8,8,e40245cc2e7952e19c2dae6559d21f3d6adf2a6fc7b637e3947f7e5902b7127e
logs/baseline_20260729_200844_612173.jsonl,legacy:baseline_20260729_200844_612173,10,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":0,""1"":5,""2"":5}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,9,9,9a51b57f38aa8105772a41f8a12c1398d725b7d943d1f2c82b0dc80789471524
logs/baseline_20260729_200844_612173.jsonl,legacy:baseline_20260729_200844_612173,10,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":0,""1"":5,""2"":5}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,10,10,946a3a87044ebee365b7126fc3426ca74e14e6bfdfd25620ef9d038fd95ffec5
logs/baseline_20260729_201613_322663.jsonl,legacy:baseline_20260729_201613_322663,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":8,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,1,1,f4e0a020b046aa8ad38a7a65d4cc053ed21b1d85d51737fc3f35fabe6ee286d3
logs/baseline_20260729_201613_322663.jsonl,legacy:baseline_20260729_201613_322663,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":8,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,2,2,ee57f211f4e1a6338c5ba909619c91ad9a375eab01fa44504ec70ca3756225e5
logs/baseline_20260729_201613_322663.jsonl,legacy:baseline_20260729_201613_322663,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":8,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,3,3,6a379373809f080ec84c19371307fa2f5a71f2fd8516f744bb812ddf8915d333
logs/baseline_20260729_201613_322663.jsonl,legacy:baseline_20260729_201613_322663,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":8,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,4,4,71b4c7a2e426dc6974c6d0257e8ad4ebd1eae48cedfb06bf6ca99167949ddb12
logs/baseline_20260729_201613_322663.jsonl,legacy:baseline_20260729_201613_322663,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":8,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,5,5,9af22f18723a9a5c536cc38d201146783c76f300787f90c5c5ff6904732c52c5
logs/baseline_20260729_201613_322663.jsonl,legacy:baseline_20260729_201613_322663,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":8,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,6,6,83dc977c506f00e6438e85aeb4ab28214ceed9c925ce387a7cdefbe0de19d23c
logs/baseline_20260729_201613_322663.jsonl,legacy:baseline_20260729_201613_322663,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":8,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,7,7,db3b7561517ca8baca7a090ba8c45a50031659c61f5c7a31ac1be375df2dc2d2
logs/baseline_20260729_201613_322663.jsonl,legacy:baseline_20260729_201613_322663,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":8,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,8,8,4056dd0078ecaaa965c1c78825ef4c921d7576c507f6ce9fc69e1339149e61bc
logs/baseline_20260729_201613_322663.jsonl,legacy:baseline_20260729_201613_322663,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":8,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,9,9,455a44ba0b0bba3f5582a6c5e58eb1c48e8dd8d274c41f46dc4d9bf723ac4ecd
logs/baseline_20260729_201613_322663.jsonl,legacy:baseline_20260729_201613_322663,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":8,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,10,10,e55732f03ea8b83aa351137401243f5725dffdc4a946a56fce641bf075249ae7
logs/baseline_20260729_201613_322663.jsonl,legacy:baseline_20260729_201613_322663,11,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":8,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,11,11,06f893f6050e535b4227b40cc851706eefe4746bbb4f98809f79420ae0d78cfe
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,1,1,22a587f05b4cb91dbc8931429317ef6cea63211bd474d9118a15750c6faff456
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,2,2,c4397b51c13d31ca341aff275bc0e7fca4e333d4cb587840c136e214e1353ada
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,3,3,4092313819883a968351b1033f21f73c9eb2ffc10197f28d28dabb1989a41669
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,4,4,664d2986efb0d95772a5caae62708c584add73ae1acf701d258724a7df41feaf
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,5,5,295442d6b5060b5bfd5f7d3f663f38238d5e02695f43255c4ddf472e42302d34
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,6,6,c9bad0b1f192869085674ec6121d76c77244bdf4f61fe21ff86b5e05dfee3723
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,7,7,bb674ace19c1d6bf7dc4f5b82c4df50b4d6fb59f430d367fd852dc5156f46055
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,8,8,90cfb6c27f57be7e7e11be60201e099de32cc1363a899c5ab88e6a6d6f578bc0
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,9,9,ac0621701751cc14bbde650de8f52c363a5bc82e6edfe97614f419809ebb327f
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,10,10,ea0826474cc6c6205da44678fa4642d3be366270a87b2d973d8dd05d1f247faa
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,11,11,908a8fefe27304b94bbaa6b5fe8df68e4d22f124ed1b16a6acc397c29b138891
logs/baseline_20260729_201633_619889.jsonl,legacy:baseline_20260729_201633_619889,12,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":6,""1"":5,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,12,12,522ad682e8f2ccc8b9bb371955f3552c918c454c6826ab4830f32bc3948e1a27
logs/baseline_20260729_201707_142641.jsonl,legacy:baseline_20260729_201707_142641,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":4,""1"":3,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,1,1,52dd7813dc4b195948f45a90091cb5d8656648432bb2800b55775a4f6f7785e3
logs/baseline_20260729_201707_142641.jsonl,legacy:baseline_20260729_201707_142641,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":4,""1"":3,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,2,2,30d15c2e6ade971c7957d787a156aedba56f7b592941b8fa1f12262270d52f6f
logs/baseline_20260729_201707_142641.jsonl,legacy:baseline_20260729_201707_142641,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":4,""1"":3,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,3,3,3774bdd9dfb87b2582e1aefefc3f5ab9437fa573f938775c7fe036ffade5a402
logs/baseline_20260729_201707_142641.jsonl,legacy:baseline_20260729_201707_142641,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":4,""1"":3,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,4,4,cf4c0a0616ca0c291c7f7fd3c3d9d3e0abb7f5e992bfb7998d1c1f4a5c1c43f4
logs/baseline_20260729_201707_142641.jsonl,legacy:baseline_20260729_201707_142641,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":4,""1"":3,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,5,5,30a789b60ebd1e0235d9908d60811dcb6502cefd4d2b368be9a9d1370c989f87
logs/baseline_20260729_201707_142641.jsonl,legacy:baseline_20260729_201707_142641,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":4,""1"":3,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,6,6,7f9d8cf3393c058d0e0e72e674e67278254ae0b4ddb7641665c50bcac9d1345b
logs/baseline_20260729_201707_142641.jsonl,legacy:baseline_20260729_201707_142641,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":4,""1"":3,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,7,7,394d1e90add3f6a1407c466f4dec4dafe133e47c9020b5cd5f5c9ef8c5caee0a
logs/baseline_20260729_201707_142641.jsonl,legacy:baseline_20260729_201707_142641,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":4,""1"":3,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,8,8,48e83518cfae8b79855bb1f246e2d667ddf7036509c3aaf67704217401df2343
logs/baseline_20260729_202651_970916.jsonl,legacy:baseline_20260729_202651_970916,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":5,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,1,1,9875fc4570f5341d89a4cdecdfce094fb0020078f853f95ef88453a6d549965c
logs/baseline_20260729_202651_970916.jsonl,legacy:baseline_20260729_202651_970916,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":5,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,2,2,01a246d444b5c7b327134e3392129332e09e38280a234d849214bdc7b9bc1322
logs/baseline_20260729_202651_970916.jsonl,legacy:baseline_20260729_202651_970916,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":5,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,3,3,ed4ee48737464e4c667530618b3f9938559adeadcec6f66e5c7749a437b43d91
logs/baseline_20260729_202651_970916.jsonl,legacy:baseline_20260729_202651_970916,8,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":5,""1"":2,""2"":1}",0.0,0,0,false,false,false,false,true,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid,4,4,f0b5068d278265418bc20896d38938ad86851fb00f975dc8ed11a68e9a28e628
