source_file,episode_id,row_count,schema_valid,observation_dim_valid,action_valid,timestamp_valid,terminal_continuity_valid,next_observation_valid,policy_source,environment_source,action_distribution,duplicate_ratio,nan_inf_count,observation_jump_count,usable_for_bc,usable_for_replay,usable_for_dynamics,needs_relabel,rejected,reject_reason,demo_quality,teacher_confidence,verified,classification
logs/baseline_20260729_214517_894016.jsonl,legacy:baseline_20260729_214517_894016,22,false,false,true,false,true,false,baseline,real_game_legacy,"{""0"":9,""1"":2,""2"":11}",0.0,0,0,false,false,false,true,false,missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,needs_relabel
logs/calibration_v1_20260730_180831_356152.jsonl,episode-a48af6e3-5a6c-46ad-bdb7-f632fda74524,43,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":28,""1"":9,""2"":6}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_landing-focused_20260730_183435_997438.jsonl,episode-36879964-b02f-45f1-9cf4-eb44d87686de,33,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":15,""1"":6,""2"":12}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_landing-focused_20260730_183617_137729.jsonl,episode-4d0ab4f6-5c1e-44e4-a760-38cbc96ad0b9,61,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":26,""1"":17,""2"":18}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_landing-focused_20260730_184108_548412.jsonl,episode-ced66437-6e2d-478f-9f11-6f6171e743e2,120,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":57,""1"":31,""2"":32}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_landing-focused_20260730_184506_089744.jsonl,episode-e5a57bfc-7c85-48fa-8ba1-8162be57d4c6,20,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":6,""1"":6,""2"":8}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_landing-focused_20260730_184526_092592.jsonl,episode-e186fe54-e115-4d01-b838-34f93c625a0c,24,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":7,""1"":9,""2"":8}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_landing-focused_20260730_184549_224541.jsonl,episode-3ee0d9aa-8484-45f2-a83c-058404520214,67,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":24,""1"":22,""2"":21}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_momentum-release_20260730_183401_127256.jsonl,episode-6437bf09-ecb6-4def-9944-c32c9b1cab84,32,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":20,""1"":8,""2"":4}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_momentum-release_20260730_183806_615026.jsonl,episode-af602ab7-2bbd-481a-aaf6-32e8daa6af26,35,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":23,""1"":8,""2"":4}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_momentum-release_20260730_183947_812354.jsonl,episode-e89f4a44-225e-4a87-84be-3b1fa5fac747,41,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":22,""1"":10,""2"":9}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_momentum-release_20260730_184014_029191.jsonl,episode-b4142f41-e634-4518-878f-32c3932a15d3,34,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":18,""1"":8,""2"":8}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_momentum-release_20260730_184046_730590.jsonl,episode-6d3f66d2-e46c-491d-be4c-3b668c35c04b,27,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":15,""1"":6,""2"":6}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_passive_20260730_182958_613157.jsonl,episode-1ee24442-3125-4ac0-bde3-ece08421f0b5,56,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":56,""1"":0,""2"":0}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/calibration_v1_right-first_20260730_182032_355200.jsonl,episode-f74c8d5d-2252-4563-9fab-ed4f82641e93,56,true,true,true,true,true,true,invalid,real_game_calibration,"{""0"":36,""1"":10,""2"":10}",0.0,0,0,false,false,true,false,false,fixed_calibration_not_expert,not_expert,0.0,false,dynamics_only
logs/observations.jsonl,legacy:observations,966,false,false,false,false,true,false,invalid,real_game_legacy,"{""0"":0,""1"":0,""2"":0}",0.0,0,0,false,false,false,false,true,invalid_or_missing_action;missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid
logs/observations_20260729_192953_463197.jsonl,legacy:observations_20260729_192953_463197,365,false,false,false,false,true,false,invalid,real_game_legacy,"{""0"":0,""1"":0,""2"":0}",0.0,0,0,false,false,false,false,true,invalid_or_missing_action;missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid
logs/reward_audit_20260729_194814_606232.jsonl,legacy:reward_audit_20260729_194814_606232,104,false,false,false,false,true,false,invalid,real_game_legacy,"{""0"":0,""1"":0,""2"":0}",0.0,0,0,false,false,false,false,true,invalid_or_missing_action;missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid
logs/reward_audit_20260729_194833_583918.jsonl,legacy:reward_audit_20260729_194833_583918,903,false,false,false,false,true,false,invalid,real_game_legacy,"{""0"":0,""1"":0,""2"":0}",0.0,0,0,false,false,false,false,true,invalid_or_missing_action;missing_action_timestamps;missing_next_observation;missing_or_invalid_schema;observation_dimension_invalid,not_expert,0.0,false,invalid
